sentence,logit,prediction,sentiment_score
With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,[0.9478999  0.012434   0.03966613],positive,0.9354659
"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",[0.94819754 0.02603473 0.02576764],positive,0.92216283
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",[0.957042   0.01662714 0.02633089],positive,0.94041485
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,[0.95240307 0.02565511 0.02194181],positive,0.926748
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",[0.95502484 0.02685745 0.01811764],positive,0.9281674
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,[0.93718123 0.00853539 0.05428347],positive,0.92864585
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",[0.9351178  0.01078589 0.05409636],positive,0.9243319
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",[0.87643445 0.01152694 0.11203857],positive,0.8649075
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",[0.95265454 0.0246655  0.02268   ],positive,0.92798907
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",[0.95356643 0.02319826 0.02323535],positive,0.9303682
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",[0.9587922  0.02044665 0.02076114],positive,0.93834555
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",[0.95326626 0.02380279 0.02293099],positive,0.92946345
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",[0.9468708  0.02931862 0.02381063],positive,0.9175522
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",[0.95089346 0.01469467 0.03441184],positive,0.9361988
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",[0.9517586  0.02025174 0.02798962],positive,0.9315069
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",[0.9466814  0.01219204 0.04112666],positive,0.93448937
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",[0.95608765 0.01705946 0.02685281],positive,0.9390282
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",[0.9523158  0.0256704  0.02201384],positive,0.9266454
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),[0.9558926  0.02139497 0.02271238],positive,0.93449765
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",[0.9495854  0.01519611 0.03521846],positive,0.9343893
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,[0.95693403 0.01714665 0.02591926],positive,0.9397874
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",[0.95637524 0.0204489  0.02317593],positive,0.9359263
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",[0.9561133  0.02046611 0.02342058],positive,0.9356472
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",[0.9568637  0.02020949 0.02292679],positive,0.9366542
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",[0.95857054 0.01938284 0.02204664],positive,0.9391877
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",[0.9534754  0.02109791 0.02542668],positive,0.9323775
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",[0.95676386 0.0173441  0.02589195],positive,0.93941975
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",[0.92452294 0.01049636 0.06498072],positive,0.91402656
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,[0.94189763 0.02943905 0.02866338],positive,0.9124586
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",[0.95600325 0.01873296 0.02526383],positive,0.9372703
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",[0.94443655 0.01693124 0.03863231],positive,0.9275053
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",[0.9561484  0.0169677  0.02688392],positive,0.9391807
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",[0.95888853 0.01690317 0.02420836],positive,0.94198537
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",[0.95161325 0.02230704 0.02607964],positive,0.9293062
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",[0.9530864  0.02689062 0.02002298],positive,0.92619574
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",[0.7778821  0.00785764 0.21426031],positive,0.7700245
Sales have risen in other export markets .,[0.95573264 0.01812192 0.02614534],positive,0.93761075
Sales increased due to growing market rates and increased operations .,[0.95812243 0.016335   0.02554261],positive,0.9417874
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,[0.9503066  0.01282533 0.03686803],positive,0.9374813
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,[0.952287   0.01859105 0.02912188],positive,0.933696
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",[0.9551298  0.02024231 0.02462792],positive,0.93488747
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",[0.95622194 0.01604314 0.02773494],positive,0.9401788
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",[0.94795954 0.03029997 0.0217405 ],positive,0.9176596
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",[0.13142452 0.83930814 0.02926727],negative,-0.7078836
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",[0.94874793 0.0180111  0.03324093],positive,0.93073684
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,[0.9504469  0.02080648 0.02874666],positive,0.9296404
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",[0.9499438  0.02066588 0.02939025],positive,0.9292779
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",[0.90481794 0.03732155 0.05786047],positive,0.8674964
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",[0.9414548  0.01163799 0.04690712],positive,0.92981684
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",[0.9398056  0.01227136 0.04792307],positive,0.9275343
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",[0.9504197  0.02915104 0.0204293 ],positive,0.9212687
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,[0.9518874  0.0129414  0.03517122],positive,0.938946
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",[0.949884   0.02786668 0.02224933],positive,0.92201734
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",[0.95781785 0.01610542 0.02607667],positive,0.94171244
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",[0.8797694  0.00844525 0.11178531],positive,0.8713241
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",[0.9452191  0.03214238 0.02263849],positive,0.9130767
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,[0.9514082  0.02796815 0.02062368],positive,0.92344004
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,[0.9561137  0.02018186 0.02370444],positive,0.93593186
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",[0.95269555 0.02700697 0.02029749],positive,0.92568856
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",[0.9544607  0.02208385 0.02345547],positive,0.9323768
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,[0.9548366  0.02345953 0.02170386],positive,0.93137705
An individual promotion also generated slightly higher-than-expected revenues .,[0.95974195 0.01889276 0.02136534],positive,0.9408492
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,[0.932396   0.0100923  0.05751174],positive,0.9223037
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",[0.9582092  0.02234816 0.01944268],positive,0.93586105
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,[0.9540418  0.01199128 0.03396691],positive,0.9420505
